"Input","Match.type","Approved.symbol","Approved.name","HGNC.ID","Location"
"18781","USP39","Approved symbol","USP39","ubiquitin specific peptidase 39","HGNC:20071","2p11.2"
"18782","USP4","Approved symbol","USP4","ubiquitin specific peptidase 4","HGNC:12627","3p21.31"
"18783","USP40","Approved symbol","USP40","ubiquitin specific peptidase 40","HGNC:20069","2q37.1"
"18784","USP42","Approved symbol","USP42","ubiquitin specific peptidase 42","HGNC:20068","7p22.1"
"18785","USP43","Approved symbol","USP43","ubiquitin specific peptidase 43","HGNC:20072","17p12"
"18786","USP44","Approved symbol","USP44","ubiquitin specific peptidase 44","HGNC:20064","12q21.33"
"18787","USP45","Approved symbol","USP45","ubiquitin specific peptidase 45","HGNC:20080","6q16.2"
"18788","USP46","Approved symbol","USP46","ubiquitin specific peptidase 46","HGNC:20075","4q12"
"18789","USP46-AS1","Previous symbol","USP46-DT","USP46 divergent transcript","HGNC:43991","4q12"
"18790","USP47","Approved symbol","USP47","ubiquitin specific peptidase 47","HGNC:20076","11p15.3"
"18791","USP48","Approved symbol","USP48","ubiquitin specific peptidase 48","HGNC:18533","1p36.12"
"18792","USP49","Approved symbol","USP49","ubiquitin specific peptidase 49","HGNC:20078","6p21.1"
"18793","USP5","Approved symbol","USP5","ubiquitin specific peptidase 5","HGNC:12628","12p13"
"18794","USP51","Approved symbol","USP51","ubiquitin specific peptidase 51","HGNC:23086","Xp11.21"
"18795","USP53","Approved symbol","USP53","ubiquitin specific peptidase 53","HGNC:29255","4q26"
"18796","USP54","Approved symbol","USP54","ubiquitin specific peptidase 54","HGNC:23513","10q22.2"
"18797","USP6","Approved symbol","USP6","ubiquitin specific peptidase 6","HGNC:12629","17p13.2"
"18798","USP6NL","Approved symbol","USP6NL","USP6 N-terminal like","HGNC:16858","10p14"
"18799","USP7","Approved symbol","USP7","ubiquitin specific peptidase 7","HGNC:12630","16p13.2"
"18800","USP8","Approved symbol","USP8","ubiquitin specific peptidase 8","HGNC:12631","15q21.2"
"18801","USP9X","Approved symbol","USP9X","ubiquitin specific peptidase 9 X-linked","HGNC:12632","Xp11.4"
"18802","USP9Y","Approved symbol","USP9Y","ubiquitin specific peptidase 9 Y-linked","HGNC:12633","Yq11.221"
"18803","USPL1","Approved symbol","USPL1","ubiquitin specific peptidase like 1","HGNC:20294","13q12.3"
"18804","UST","Approved symbol","UST","uronyl 2-sulfotransferase","HGNC:17223","6q25.1"
"18805","UST-AS1","Approved symbol","UST-AS1","UST antisense RNA 1","HGNC:40802","6q25.1"
"18806","UTF1","Approved symbol","UTF1","undifferentiated embryonic cell transcription factor 1","HGNC:12634","10q26.3"
"18807","UTP11","Approved symbol","UTP11","UTP11 small subunit processome component","HGNC:24329","1p34.3"
"18808","UTP14A","Approved symbol","UTP14A","UTP14A small subunit processome component","HGNC:10665","Xq26.1"
"18809","UTP14C","Approved symbol","UTP14C","UTP14C small subunit processome component","HGNC:20321","13q14.3"
"18810","UTP15","Approved symbol","UTP15","UTP15 small subunit processome component","HGNC:25758","5q13.2"
"18811","UTP18","Approved symbol","UTP18","UTP18 small subunit processome component","HGNC:24274","17q21.33"
"18812","UTP20","Approved symbol","UTP20","UTP20 small subunit processome component","HGNC:17897","12q23.2"
"18813","UTP23","Approved symbol","UTP23","UTP23 small subunit processome component","HGNC:28224","8q24.11"
"18814","UTP3","Approved symbol","UTP3","UTP3 small subunit processome component","HGNC:24477","4q13.3"
"18815","UTP4","Approved symbol","UTP4","UTP4 small subunit processome component","HGNC:1983","16q22.1"
"18816","UTP6","Approved symbol","UTP6","UTP6 small subunit processome component","HGNC:18279","17q11.2"
"18817","UTRN","Approved symbol","UTRN","utrophin","HGNC:12635","6q24.2"
"18818","UTS2","Approved symbol","UTS2","urotensin 2","HGNC:12636","1p36.23"
"18819","UTS2B","Approved symbol","UTS2B","urotensin 2B","HGNC:30894","3q28"
"18820","UTS2R","Approved symbol","UTS2R","urotensin 2 receptor","HGNC:4468","17q25.3"
"18821","UTY","Approved symbol","UTY","ubiquitously transcribed tetratricopeptide repeat containing, Y-linked","HGNC:12638","Yq11.221"
"18822","UVRAG","Approved symbol","UVRAG","UV radiation resistance associated","HGNC:12640","11q13.5"
"18823","UVSSA","Approved symbol","UVSSA","UV stimulated scaffold protein A","HGNC:29304","4p16.3"
"18824","UXS1","Approved symbol","UXS1","UDP-glucuronate decarboxylase 1","HGNC:17729","2q12.2"
"18825","UXT","Approved symbol","UXT","ubiquitously expressed prefoldin like chaperone","HGNC:12641","Xp11.23"
"18826","VAC14","Approved symbol","VAC14","VAC14 component of PIKFYVE complex","HGNC:25507","16q22.1-q22.2"
"18827","VAC14-AS1","Approved symbol","VAC14-AS1","VAC14 antisense RNA 1","HGNC:48605","16q22.1"
"18828","VAMP1","Approved symbol","VAMP1","vesicle associated membrane protein 1","HGNC:12642","12p13.31"
"18829","VAMP2","Approved symbol","VAMP2","vesicle associated membrane protein 2","HGNC:12643","17p13.1"
"18830","VAMP3","Approved symbol","VAMP3","vesicle associated membrane protein 3","HGNC:12644","1p36.23"
"18831","VAMP4","Approved symbol","VAMP4","vesicle associated membrane protein 4","HGNC:12645","1q24.3"
"18832","VAMP5","Approved symbol","VAMP5","vesicle associated membrane protein 5","HGNC:12646","2p11.2"
"18833","VAMP7","Approved symbol","VAMP7","vesicle associated membrane protein 7","HGNC:11486","Xq28 and Yq12"
"18834","VAMP8","Approved symbol","VAMP8","vesicle associated membrane protein 8","HGNC:12647","2p11.2"
"18835","VANGL1","Approved symbol","VANGL1","VANGL planar cell polarity protein 1","HGNC:15512","1p13.1"
"18836","VANGL2","Approved symbol","VANGL2","VANGL planar cell polarity protein 2","HGNC:15511","1q23.2"
"18837","VAPA","Approved symbol","VAPA","VAMP associated protein A","HGNC:12648","18p11.22"
"18838","VAPB","Approved symbol","VAPB","VAMP associated protein B and C","HGNC:12649","20q13.32"
"18839","VARS","Previous symbol","VARS1","valyl-tRNA synthetase 1","HGNC:12651","6p21.33"
"18840","VARS2","Approved symbol","VARS2","valyl-tRNA synthetase 2, mitochondrial","HGNC:21642","6p21.33"
"18841","VARS2","Previous symbol","VARS1","valyl-tRNA synthetase 1","HGNC:12651","6p21.33"
"18842","VASH1","Approved symbol","VASH1","vasohibin 1","HGNC:19964","14q24.3"
"18843","VASH2","Approved symbol","VASH2","vasohibin 2","HGNC:25723","1q32.3"
"18844","VASN","Approved symbol","VASN","vasorin","HGNC:18517","16p13.3"
"18845","VASP","Approved symbol","VASP","vasodilator stimulated phosphoprotein","HGNC:12652","19q13.32"
"18846","VAT1","Approved symbol","VAT1","vesicle amine transport 1","HGNC:16919","17q21.31"
"18847","VAT1","Previous symbol","SLC18A1","solute carrier family 18 member A1","HGNC:10934","8p21.3"
"18848","VAT1L","Approved symbol","VAT1L","vesicle amine transport 1 like","HGNC:29315","16q23.1"
"18849","VAV1","Approved symbol","VAV1","vav guanine nucleotide exchange factor 1","HGNC:12657","19p13.3"
"18850","VAV2","Approved symbol","VAV2","vav guanine nucleotide exchange factor 2","HGNC:12658","9q34.2"
"18851","VAV3","Approved symbol","VAV3","vav guanine nucleotide exchange factor 3","HGNC:12659","1p13.3"
"18852","VAX2","Approved symbol","VAX2","ventral anterior homeobox 2","HGNC:12661","2p13.3"
"18853","VBP1","Approved symbol","VBP1","VHL binding protein 1","HGNC:12662","Xq28"
"18854","VCAM1","Approved symbol","VCAM1","vascular cell adhesion molecule 1","HGNC:12663","1p21.2"
"18855","VCAN","Approved symbol","VCAN","versican","HGNC:2464","5q14.2-q14.3"
"18856","VCL","Approved symbol","VCL","vinculin","HGNC:12665","10q22.2"
"18857","VCP","Approved symbol","VCP","valosin containing protein","HGNC:12666","9p13.3"
"18858","VCPIP1","Approved symbol","VCPIP1","valosin containing protein interacting protein 1","HGNC:30897","8q13.1"
"18859","VCPKMT","Approved symbol","VCPKMT","valosin containing protein lysine methyltransferase","HGNC:20352","14q21.3"
"18860","VDAC3","Approved symbol","VDAC3","voltage dependent anion channel 3","HGNC:12674","8p11.21"
"18861","VDAC3","Previous symbol","VDAC1P5","voltage dependent anion channel 1 pseudogene 5","HGNC:12676","12q13.2"
"18862","VDR","Approved symbol","VDR","vitamin D receptor","HGNC:12679","12q13.11"
"18863","VEGFA","Approved symbol","VEGFA","vascular endothelial growth factor A","HGNC:12680","6p21.1"
"18864","VEGFB","Approved symbol","VEGFB","vascular endothelial growth factor B","HGNC:12681","11q13.1"
"18865","VEGFC","Approved symbol","VEGFC","vascular endothelial growth factor C","HGNC:12682","4q34.3"
"18866","VENTX","Approved symbol","VENTX","VENT homeobox","HGNC:13639","10q26.3"
"18867","VENTXP1","Approved symbol","VENTXP1","VENT homeobox pseudogene 1","HGNC:30900","Xp21.3"
"18868","VEPH1","Approved symbol","VEPH1","ventricular zone expressed PH domain containing 1","HGNC:25735","3q25.31-q25.32"
"18869","VEZF1","Approved symbol","VEZF1","vascular endothelial zinc finger 1","HGNC:12949","17q22"
"18870","VEZT","Approved symbol","VEZT","vezatin, adherens junctions transmembrane protein","HGNC:18258","12q22"
"18871","VGF","Approved symbol","VGF","VGF nerve growth factor inducible","HGNC:12684","7q22.1"
"18872","VGLL1","Approved symbol","VGLL1","vestigial like family member 1","HGNC:20985","Xq26.3"
"18873","VGLL2","Approved symbol","VGLL2","vestigial like family member 2","HGNC:20232","6q22.1"
"18874","VGLL3","Approved symbol","VGLL3","vestigial like family member 3","HGNC:24327","3p12.1"
"18875","VGLL4","Approved symbol","VGLL4","vestigial like family member 4","HGNC:28966","3p25.3-p25.2"
"18876","VHL","Approved symbol","VHL","von Hippel-Lindau tumor suppressor","HGNC:12687","3p25.3"
"18877","VIL1","Approved symbol","VIL1","villin 1","HGNC:12690","2q35"
"18878","VILL","Approved symbol","VILL","villin like","HGNC:30906","3p22.2"
"18879","VIM","Approved symbol","VIM","vimentin","HGNC:12692","10p13"
"18882","VIPAS39","Approved symbol","VIPAS39","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog","HGNC:20347","14q24.3"
"18883","VIPR1","Approved symbol","VIPR1","vasoactive intestinal peptide receptor 1","HGNC:12694","3p22.1"
"18884","VIPR2","Approved symbol","VIPR2","vasoactive intestinal peptide receptor 2","HGNC:12695","7q36.3"
"18885","VIRMA","Approved symbol","VIRMA","vir like m6A methyltransferase associated","HGNC:24500","8q22.1"
"18886","VIT","Approved symbol","VIT","vitrin","HGNC:12697","2p22.2"
"18887","VKORC1","Approved symbol","VKORC1","vitamin K epoxide reductase complex subunit 1","HGNC:23663","16p11.2"
"18888","VKORC1L1","Approved symbol","VKORC1L1","vitamin K epoxide reductase complex subunit 1 like 1","HGNC:21492","7q11.21"
"18889","VLDLR","Approved symbol","VLDLR","very low density lipoprotein receptor","HGNC:12698","9p24.2"
"18890","VLDLR-AS1","Approved symbol","VLDLR-AS1","VLDLR antisense RNA 1","HGNC:49621","9p24.2"
"18891","VMA21","Approved symbol","VMA21","vacuolar ATPase assembly factor VMA21","HGNC:22082","Xq28"
"18892","VMO1","Approved symbol","VMO1","vitelline membrane outer layer 1 homolog","HGNC:30387","17p13.2"
"18893","VMP1","Approved symbol","VMP1","vacuole membrane protein 1","HGNC:29559","17q23.1"
"18894","VN1R1","Approved symbol","VN1R1","vomeronasal 1 receptor 1","HGNC:13548","19q13.4"
"18895","VN1R10P","Approved symbol","VN1R10P","vomeronasal 1 receptor 10 pseudogene","HGNC:13550","6p22.1"
"18896","VN1R2","Approved symbol","VN1R2","vomeronasal 1 receptor 2","HGNC:19872","19q13.42"
"18897","VN1R5","Approved symbol","VN1R5","vomeronasal 1 receptor 5 (gene/pseudogene)","HGNC:19870","1q44"
"18898","VNN1","Approved symbol","VNN1","vanin 1","HGNC:12705","6q23.2"
"18899","VNN2","Approved symbol","VNN2","vanin 2","HGNC:12706","6q23.2"
"18900","VNN3","Approved symbol","VNN3","vanin 3","HGNC:16431","6q23.2"
"18901","VPREB1","Approved symbol","VPREB1","V-set pre-B cell surrogate light chain 1","HGNC:12709","22q11.22"
"18902","VPREB3","Approved symbol","VPREB3","V-set pre-B cell surrogate light chain 3","HGNC:12710","22q11.23"
"18903","VPS11","Approved symbol","VPS11","VPS11 core subunit of CORVET and HOPS complexes","HGNC:14583","11q23.3"
"18904","VPS13A","Approved symbol","VPS13A","vacuolar protein sorting 13 homolog A","HGNC:1908","9q21.2"
"18905","VPS13A-AS1","Approved symbol","VPS13A-AS1","VPS13A antisense RNA 1","HGNC:44167","9q21.2"
"18906","VPS13B","Approved symbol","VPS13B","vacuolar protein sorting 13 homolog B","HGNC:2183","8q22.2"
"18907","VPS13C","Approved symbol","VPS13C","vacuolar protein sorting 13 homolog C","HGNC:23594","15q22.2"
"18908","VPS13D","Approved symbol","VPS13D","vacuolar protein sorting 13 homolog D","HGNC:23595","1p36.22-p36.21"
"18909","VPS16","Approved symbol","VPS16","VPS16 core subunit of CORVET and HOPS complexes","HGNC:14584","20p13"
"18910","VPS18","Approved symbol","VPS18","VPS18 core subunit of CORVET and HOPS complexes","HGNC:15972","15q15.1"
"18911","VPS25","Approved symbol","VPS25","vacuolar protein sorting 25 homolog","HGNC:28122","17q21.31"
"18912","VPS26A","Approved symbol","VPS26A","VPS26, retromer complex component A","HGNC:12711","10q22.1"
"18913","VPS26B","Approved symbol","VPS26B","VPS26, retromer complex component B","HGNC:28119","11q25"
"18914","VPS26C","Approved symbol","VPS26C","VPS26 endosomal protein sorting factor C","HGNC:3044","21q22.13"
"18915","VPS28","Approved symbol","VPS28","VPS28 subunit of ESCRT-I","HGNC:18178","8q24.3"
"18916","VPS29","Approved symbol","VPS29","VPS29 retromer complex component","HGNC:14340","12q24.11"
"18917","VPS33A","Approved symbol","VPS33A","VPS33A core subunit of CORVET and HOPS complexes","HGNC:18179","12q24.31"
"18918","VPS33B","Approved symbol","VPS33B","VPS33B late endosome and lysosome associated","HGNC:12712","15q26.1"
"18919","VPS35","Approved symbol","VPS35","VPS35 retromer complex component","HGNC:13487","16q11.2"
"18920","VPS35L","Approved symbol","VPS35L","VPS35 endosomal protein sorting factor like","HGNC:24641","16p12.3"
"18921","VPS36","Approved symbol","VPS36","vacuolar protein sorting 36 homolog","HGNC:20312","13q14.3"
"18922","VPS37A","Approved symbol","VPS37A","VPS37A subunit of ESCRT-I","HGNC:24928","8p22"
"18923","VPS37B","Approved symbol","VPS37B","VPS37B subunit of ESCRT-I","HGNC:25754","12q24.31"
"18924","VPS37C","Approved symbol","VPS37C","VPS37C subunit of ESCRT-I","HGNC:26097","11q12.2"
"18925","VPS37D","Approved symbol","VPS37D","VPS37D subunit of ESCRT-I","HGNC:18287","7q11.23"
"18926","VPS39","Approved symbol","VPS39","VPS39 subunit of HOPS complex","HGNC:20593","15q15.1"
"18927","VPS41","Approved symbol","VPS41","VPS41 subunit of HOPS complex","HGNC:12713","7p14.1"
"18928","VPS45","Approved symbol","VPS45","vacuolar protein sorting 45 homolog","HGNC:14579","1q21.2"
"18929","VPS4A","Approved symbol","VPS4A","vacuolar protein sorting 4 homolog A","HGNC:13488","16q23.1"
"18930","VPS4B","Approved symbol","VPS4B","vacuolar protein sorting 4 homolog B","HGNC:10895","18q21.33"
"18931","VPS50","Approved symbol","VPS50","VPS50 subunit of EARP/GARPII complex","HGNC:25956","7q21.2-q21.3"
"18932","VPS51","Approved symbol","VPS51","VPS51 subunit of GARP complex","HGNC:1172","11q13.1"
"18933","VPS52","Approved symbol","VPS52","VPS52 subunit of GARP complex","HGNC:10518","6p21.32"
"18934","VPS53","Approved symbol","VPS53","VPS53 subunit of GARP complex","HGNC:25608","17p13.3"
"18935","VPS54","Approved symbol","VPS54","VPS54 subunit of GARP complex","HGNC:18652","2p15-p14"
"18936","VPS72","Approved symbol","VPS72","vacuolar protein sorting 72 homolog","HGNC:11644","1q21.3"
"18937","VPS8","Approved symbol","VPS8","VPS8 subunit of CORVET complex","HGNC:29122","3q27.2"
"18938","VPS9D1","Approved symbol","VPS9D1","VPS9 domain containing 1","HGNC:13526","16q24.3"
"18939","VPS9D1-AS1","Approved symbol","VPS9D1-AS1","VPS9D1 antisense RNA 1","HGNC:48915","16q24.3"
"18940","VRK1","Approved symbol","VRK1","VRK serine/threonine kinase 1","HGNC:12718","14q32.2"
"18941","VRK2","Approved symbol","VRK2","VRK serine/threonine kinase 2","HGNC:12719","2p16.1"
"18942","VRK3","Approved symbol","VRK3","VRK serine/threonine kinase 3","HGNC:18996","19q13.33"
"18943","VRTN","Approved symbol","VRTN","vertebrae development associated","HGNC:20223","14q24.3"
"18944","VSIG1","Approved symbol","VSIG1","V-set and immunoglobulin domain containing 1","HGNC:28675","Xq22.3"
"18945","VSIG10","Approved symbol","VSIG10","V-set and immunoglobulin domain containing 10","HGNC:26078","12q24.23"
"18946","VSIG10L","Approved symbol","VSIG10L","V-set and immunoglobulin domain containing 10 like","HGNC:27111","19q13.41"
"18947","VSIG2","Approved symbol","VSIG2","V-set and immunoglobulin domain containing 2","HGNC:17149","11q24.2"
"18948","VSIG4","Approved symbol","VSIG4","V-set and immunoglobulin domain containing 4","HGNC:17032","Xq12"
"18949","VSIR","Approved symbol","VSIR","V-set immunoregulatory receptor","HGNC:30085","10q22.1"
"18950","VSNL1","Approved symbol","VSNL1","visinin like 1","HGNC:12722","2p24.2"
"18951","VSTM1","Approved symbol","VSTM1","V-set and transmembrane domain containing 1","HGNC:29455","19q13.42"
"18952","VSTM2A-OT1","Approved symbol","VSTM2A-OT1","VSTM2A overlapping transcript 1","HGNC:50770","7p11.2"
"18953","VSTM2L","Approved symbol","VSTM2L","V-set and transmembrane domain containing 2 like","HGNC:16096","20q11.23"
"18954","VSTM4","Approved symbol","VSTM4","V-set and transmembrane domain containing 4","HGNC:26470","10q11.23"
"18955","VSX1","Approved symbol","VSX1","visual system homeobox 1","HGNC:12723","20p11.21"
"18956","VTA1","Approved symbol","VTA1","vesicle trafficking 1","HGNC:20954","6q24.1-q24.2"
"18957","VTCN1","Approved symbol","VTCN1","V-set domain containing T cell activation inhibitor 1","HGNC:28873","1p13.1-p12"
"18960","VTI1B","Approved symbol","VTI1B","vesicle transport through interaction with t-SNAREs 1B","HGNC:17793","14q24.1"
"18961","VTN","Approved symbol","VTN","vitronectin","HGNC:12724","17q11.2"
"18962","VWA1","Approved symbol","VWA1","von Willebrand factor A domain containing 1","HGNC:30910","1p36.33"
"18963","VWA3A","Approved symbol","VWA3A","von Willebrand factor A domain containing 3A","HGNC:27088","16p12.2"
"18964","VWA3B","Approved symbol","VWA3B","von Willebrand factor A domain containing 3B","HGNC:28385","2q11.2"
"18965","VWA5A","Approved symbol","VWA5A","von Willebrand factor A domain containing 5A","HGNC:6658","11q24.2"
"18966","VWA5B1","Approved symbol","VWA5B1","von Willebrand factor A domain containing 5B1","HGNC:26538","1p36.12"
"18967","VWA5B2","Approved symbol","VWA5B2","von Willebrand factor A domain containing 5B2","HGNC:25144","3q27.1"
"18968","VWA7","Approved symbol","VWA7","von Willebrand factor A domain containing 7","HGNC:13939","6p21.33"
"18969","VWA8","Approved symbol","VWA8","von Willebrand factor A domain containing 8","HGNC:29071","13q14.11"
"18970","VWA8-AS1","Approved symbol","VWA8-AS1","VWA8 antisense RNA 1 (head to head)","HGNC:44270","13q14.11"
"18971","VWC2","Approved symbol","VWC2","von Willebrand factor C domain containing 2","HGNC:30200","7p12.2"
"18972","VWCE","Approved symbol","VWCE","von Willebrand factor C and EGF domains","HGNC:26487","11q12.2"
"18973","VWDE","Approved symbol","VWDE","von Willebrand factor D and EGF domains","HGNC:21897","7p21.3"
"18974","VWF","Approved symbol","VWF","von Willebrand factor","HGNC:12726","12p13.31"
"18975","WAC","Approved symbol","WAC","WW domain containing adaptor with coiled-coil","HGNC:17327","10p12.1"
"18976","WAPL","Approved symbol","WAPL","WAPL cohesin release factor","HGNC:23293","10q23.2"
"18977","WARS","Previous symbol","WARS1","tryptophanyl-tRNA synthetase 1","HGNC:12729","14q32.2"
"18978","WARS2","Approved symbol","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial","HGNC:12730","1p12"
"18979","WAS","Approved symbol","WAS","WASP actin nucleation promoting factor","HGNC:12731","Xp11.23"
"18980","WASF1","Approved symbol","WASF1","WASP family member 1","HGNC:12732","6q21"
"18981","WASF2","Approved symbol","WASF2","WASP family member 2","HGNC:12733","1p36.11"
"18982","WASF3","Approved symbol","WASF3","WASP family member 3","HGNC:12734","13q12.13"
"18983","WASHC3","Approved symbol","WASHC3","WASH complex subunit 3","HGNC:24256","12q23.2"
"18984","WASHC4","Approved symbol","WASHC4","WASH complex subunit 4","HGNC:29174","12q23.3"
"18985","WASHC5","Approved symbol","WASHC5","WASH complex subunit 5","HGNC:28984","8q24.13"
"18986","WASL","Approved symbol","WASL","WASP like actin nucleation promoting factor","HGNC:12735","7q31.32"
"18987","WBP11","Approved symbol","WBP11","WW domain binding protein 11","HGNC:16461","12p12.3"
"18988","WBP1L","Approved symbol","WBP1L","WW domain binding protein 1 like","HGNC:23510","10q24.32"
"18989","WBP2","Approved symbol","WBP2","WW domain binding protein 2","HGNC:12738","17q25.1"
"18990","WBP2NL","Approved symbol","WBP2NL","WBP2 N-terminal like","HGNC:28389","22q13.2"
"18991","WBP4","Approved symbol","WBP4","WW domain binding protein 4","HGNC:12739","13q14.11"
"18992","WDCP","Approved symbol","WDCP","WD repeat and coiled coil containing","HGNC:26157","2p23.3"
"18993","WDFY1","Approved symbol","WDFY1","WD repeat and FYVE domain containing 1","HGNC:20451","2q36.1"
"18994","WDFY2","Approved symbol","WDFY2","WD repeat and FYVE domain containing 2","HGNC:20482","13q14.3"
"18995","WDFY3","Approved symbol","WDFY3","WD repeat and FYVE domain containing 3","HGNC:20751","4q21.23"
"18996","WDFY3-AS2","Approved symbol","WDFY3-AS2","WDFY3 antisense RNA 2","HGNC:21603","4q21.23"
"18997","WDFY4","Approved symbol","WDFY4","WDFY family member 4","HGNC:29323","10q11.23"
"18998","WDHD1","Approved symbol","WDHD1","WD repeat and HMG-box DNA binding protein 1","HGNC:23170","14q22.2-q22.3"
"18999","WDPCP","Approved symbol","WDPCP","WD repeat containing planar cell polarity effector","HGNC:28027","2p15"
"19000","WDR1","Approved symbol","WDR1","WD repeat domain 1","HGNC:12754","4p16.1"
"19001","WDR11","Approved symbol","WDR11","WD repeat domain 11","HGNC:13831","10q26.12"
"19002","WDR11","Previous symbol","PHIP","pleckstrin homology domain interacting protein","HGNC:15673","6q14.1"
"19003","WDR11-AS1","Approved symbol","WDR11-AS1","WDR11 antisense RNA 1","HGNC:27437","10q26.12"
"19004","WDR12","Approved symbol","WDR12","WD repeat domain 12","HGNC:14098","2q33.2"
"19005","WDR13","Approved symbol","WDR13","WD repeat domain 13","HGNC:14352","Xp11.23"
"19006","WDR17","Approved symbol","WDR17","WD repeat domain 17","HGNC:16661","4q34.2"
"19007","WDR18","Approved symbol","WDR18","WD repeat domain 18","HGNC:17956","19p13.3"
"19008","WDR19","Approved symbol","WDR19","WD repeat domain 19","HGNC:18340","4p14"
"19009","WDR20","Approved symbol","WDR20","WD repeat domain 20","HGNC:19667","14q32.31"
"19010","WDR24","Approved symbol","WDR24","WD repeat domain 24","HGNC:20852","16p13.3"
"19011","WDR25","Approved symbol","WDR25","WD repeat domain 25","HGNC:21064","14q32.32"
"19012","WDR26","Approved symbol","WDR26","WD repeat domain 26","HGNC:21208","1q42.11-q42.12"
"19013","WDR27","Approved symbol","WDR27","WD repeat domain 27","HGNC:21248","6q27"
"19014","WDR3","Approved symbol","WDR3","WD repeat domain 3","HGNC:12755","1p12"
"19015","WDR31","Approved symbol","WDR31","WD repeat domain 31","HGNC:21421","9q32"
"19016","WDR33","Approved symbol","WDR33","WD repeat domain 33","HGNC:25651","2q14.3"
"19017","WDR34","Approved symbol","WDR34","WD repeat domain 34","HGNC:28296","9q34.11"
"19018","WDR35","Approved symbol","WDR35","WD repeat domain 35","HGNC:29250","2p24.1"
"19019","WDR36","Approved symbol","WDR36","WD repeat domain 36","HGNC:30696","5q22.1"
"19020","WDR37","Approved symbol","WDR37","WD repeat domain 37","HGNC:31406","10p15.3"
"19021","WDR38","Approved symbol","WDR38","WD repeat domain 38","HGNC:23745","9q33.3"
"19022","WDR4","Approved symbol","WDR4","WD repeat domain 4","HGNC:12756","21q22.3"
"19023","WDR41","Approved symbol","WDR41","WD repeat domain 41","HGNC:25601","5q13.3-q14.1"
"19024","WDR43","Approved symbol","WDR43","WD repeat domain 43","HGNC:28945","2p23.2"
"19025","WDR44","Approved symbol","WDR44","WD repeat domain 44","HGNC:30512","Xq24"
"19026","WDR45","Approved symbol","WDR45","WD repeat domain 45","HGNC:28912","Xp11.23"
"19027","WDR45B","Approved symbol","WDR45B","WD repeat domain 45B","HGNC:25072","17q25.3"
"19028","WDR46","Approved symbol","WDR46","WD repeat domain 46","HGNC:13923","6p21.32"
"19029","WDR47","Approved symbol","WDR47","WD repeat domain 47","HGNC:29141","1p13.3"
"19030","WDR48","Approved symbol","WDR48","WD repeat domain 48","HGNC:30914","3p22.2"
"19031","WDR49","Approved symbol","WDR49","WD repeat domain 49","HGNC:26587","3q26.1"
"19032","WDR5","Approved symbol","WDR5","WD repeat domain 5","HGNC:12757","9q34.2"
"19033","WDR53","Approved symbol","WDR53","WD repeat domain 53","HGNC:28786","3q29"
"19034","WDR54","Approved symbol","WDR54","WD repeat domain 54","HGNC:25770","2p13.1"
"19035","WDR55","Approved symbol","WDR55","WD repeat domain 55","HGNC:25971","5q31.3"
"19036","WDR59","Approved symbol","WDR59","WD repeat domain 59","HGNC:25706","16q23.1"
"19037","WDR5B","Approved symbol","WDR5B","WD repeat domain 5B","HGNC:17826","3q21.1"
"19038","WDR6","Approved symbol","WDR6","WD repeat domain 6","HGNC:12758","3p21.31"
"19039","WDR60","Approved symbol","WDR60","WD repeat domain 60","HGNC:21862","7q36.3"
"19040","WDR61","Approved symbol","WDR61","WD repeat domain 61","HGNC:30300","15q25.1"
"19041","WDR62","Approved symbol","WDR62","WD repeat domain 62","HGNC:24502","19q13.12"
"19042","WDR63","Approved symbol","WDR63","WD repeat domain 63","HGNC:30711","1p22.3"
"19043","WDR64","Approved symbol","WDR64","WD repeat domain 64","HGNC:26570","1q43"
"19044","WDR66","Approved symbol","WDR66","WD repeat domain 66","HGNC:28506","12q24.31"
"19045","WDR7","Approved symbol","WDR7","WD repeat domain 7","HGNC:13490","18q21.31"
"19046","WDR70","Approved symbol","WDR70","WD repeat domain 70","HGNC:25495","5p13.2"
"19047","WDR72","Approved symbol","WDR72","WD repeat domain 72","HGNC:26790","15q21.3"
"19048","WDR73","Approved symbol","WDR73","WD repeat domain 73","HGNC:25928","15q25.2"
"19049","WDR74","Approved symbol","WDR74","WD repeat domain 74","HGNC:25529","11q12.3"
"19050","WDR75","Approved symbol","WDR75","WD repeat domain 75","HGNC:25725","2q32.2"
"19051","WDR76","Approved symbol","WDR76","WD repeat domain 76","HGNC:25773","15q15.3"
"19052","WDR77","Approved symbol","WDR77","WD repeat domain 77","HGNC:29652","1p13.2"
"19053","WDR78","Approved symbol","WDR78","WD repeat domain 78","HGNC:26252","1p31.3"
"19054","WDR81","Approved symbol","WDR81","WD repeat domain 81","HGNC:26600","17p13.3"
"19055","WDR82","Approved symbol","WDR82","WD repeat domain 82","HGNC:28826","3p21.2"
"19056","WDR82","Previous symbol","WDR82P1","WD repeat domain 82 pseudogene 1","HGNC:32447","3q11.2"
"19057","WDR83","Approved symbol","WDR83","WD repeat domain 83","HGNC:32672","19p13.13"
"19058","WDR83OS","Approved symbol","WDR83OS","WD repeat domain 83 opposite strand","HGNC:30203","19p13.13"
"19059","WDR86","Approved symbol","WDR86","WD repeat domain 86","HGNC:28020","7q36.1"
